unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
4894982,HM510343,2006-07-30 10:30:00.000000 UTC,007XX W QUINCY ST,0810,THEFT,OVER $500,STREET,false,false,111,1,2,28,06,1171908.0,1899112.0,2006,2018-02-10 03:50:01.000000 UTC,41.878618793,-87.64424877,"(41.878618793, -87.64424877)"
12120652,JD313639,2020-07-29 02:00:00.000000 UTC,0000X W RANDOLPH ST,0810,THEFT,OVER $500,STREET,false,false,111,1,42,32,06,1176102.0,1901284.0,2020,2020-08-05 03:41:44.000000 UTC,41.884485451,-87.628783943,"(41.884485451, -87.628783943)"
10299283,HY487890,2015-11-03 04:00:00.000000 UTC,0000X E LAKE ST,0810,THEFT,OVER $500,"SCHOOL, PRIVATE, BUILDING",false,false,111,1,42,32,06,1176585.0,1901750.0,2015,2015-11-10 04:01:54.000000 UTC,41.885753285,-87.626996239,"(41.885753285, -87.626996239)"
10308094,HY496528,2015-11-10 12:00:00.000000 UTC,001XX N STATE ST,0810,THEFT,OVER $500,VEHICLE - OTHER RIDE SERVICE,false,false,111,1,42,32,06,1176338.0,1901346.0,2015,2018-02-10 03:50:01.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
3067848,HJ788754,2003-11-29 02:45:00.000000 UTC,001XX S DESPLAINES ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,2,28,06,1171949.0,1899751.0,2003,2018-02-28 03:56:25.000000 UTC,41.880371348,-87.644079385,"(41.880371348, -87.644079385)"
6679413,HP754691,2008-12-28 02:00:00.000000 UTC,006XX W MONROE ST,0810,THEFT,OVER $500,STREET,false,false,111,1,2,28,06,1172186.0,1899815.0,2008,2018-02-10 03:50:01.000000 UTC,41.880541742,-87.643207263,"(41.880541742, -87.643207263)"
6712539,HR128896,2009-01-19 07:30:00.000000 UTC,001XX N CANAL ST,0810,THEFT,OVER $500,STREET,false,false,111,1,42,28,06,1173108.0,1900956.0,2009,2018-02-28 03:56:25.000000 UTC,41.883652324,-87.639787936,"(41.883652324, -87.639787936)"
6868164,HR274938,2009-04-18 07:00:00.000000 UTC,001XX S WACKER DR,0810,THEFT,OVER $500,STREET,false,false,111,1,2,32,06,1173883.0,1899742.0,2009,2018-02-28 03:56:25.000000 UTC,41.88030381,-87.636978269,"(41.88030381, -87.636978269)"
1673513,G466422,2001-08-05 08:00:00.000000 UTC,003XX S WACKER DR,0810,THEFT,OVER $500,STREET,false,false,111,1,,,06,1173867.0,1898906.0,2001,2015-08-17 03:03:40.000000 UTC,41.87801013,-87.637061923,"(41.87801013, -87.637061923)"
7703284,HS510738,2010-09-10 03:00:00.000000 UTC,007XX W VAN BUREN ST,0810,THEFT,OVER $500,SIDEWALK,false,false,111,1,2,28,06,1171954.0,1898418.0,2010,2018-02-10 03:50:01.000000 UTC,41.876713396,-87.644100332,"(41.876713396, -87.644100332)"
1820521,G652701,2001-10-14 11:00:00.000000 UTC,006XX W MONROE ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,111,1,,,06,1172325.0,1899858.0,2001,2015-08-17 03:03:40.000000 UTC,41.880656669,-87.642695601,"(41.880656669, -87.642695601)"
11282586,JB220354,2018-04-11 01:55:00.000000 UTC,0000X E WACKER PL,0810,THEFT,OVER $500,STREET,false,false,111,1,42,32,06,1176964.0,1902140.0,2018,2018-05-04 03:51:04.000000 UTC,41.886814897,-87.625592678,"(41.886814897, -87.625592678)"
11514228,JB525194,2018-11-21 08:00:00.000000 UTC,001XX N WABASH AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,111,1,42,32,06,1176785.0,1901587.0,2018,2018-11-28 04:22:08.000000 UTC,41.885301485,-87.626266739,"(41.885301485, -87.626266739)"
6985664,HR390580,2009-06-23 09:15:00.000000 UTC,005XX W MONROE ST,0810,THEFT,OVER $500,SIDEWALK,false,false,111,1,2,28,06,1172908.0,1899834.0,2009,2018-02-28 03:56:25.000000 UTC,41.880577917,-87.640555606,"(41.880577917, -87.640555606)"
7025728,HR432493,2009-07-16 07:00:00.000000 UTC,0000X S CANAL ST,0810,THEFT,OVER $500,SIDEWALK,false,false,111,1,2,28,06,1173144.0,1900197.0,2009,2018-02-28 03:56:25.000000 UTC,41.881568781,-87.63967827,"(41.881568781, -87.63967827)"
7859256,HS666551,2010-12-18 09:00:00.000000 UTC,006XX W MADISON ST,0810,THEFT,OVER $500,STREET,false,false,111,1,42,28,06,1172208.0,1900286.0,2010,2016-02-04 06:33:39.000000 UTC,41.881833712,-87.643112572,"(41.881833712, -87.643112572)"
7702265,HS509303,2010-09-10 10:10:00.000000 UTC,007XX W JACKSON BLVD,0810,THEFT,OVER $500,STREET,true,false,111,1,2,28,06,1171746.0,1898877.0,2010,2018-02-10 03:50:01.000000 UTC,41.877977504,-87.644850518,"(41.877977504, -87.644850518)"
11451299,JB442185,2018-09-19 03:00:00.000000 UTC,0000X E LAKE ST,0810,THEFT,OVER $500,SIDEWALK,false,false,111,1,42,32,06,1176862.0,1901743.0,2018,2018-09-26 04:18:54.000000 UTC,41.885727816,-87.625979262,"(41.885727816, -87.625979262)"
13169233,JG375043,2023-08-08 05:30:00.000000 UTC,002XX N MICHIGAN AVE,0810,THEFT,OVER $500,RESTAURANT,false,false,111,1,42,32,06,1177257.0,1901899.0,2023,2023-08-19 03:40:26.000000 UTC,41.886146944,-87.624524028,"(41.886146944, -87.624524028)"
9597573,HX248357,2014-05-04 03:00:00.000000 UTC,003XX N WABASH AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,111,18,42,32,06,1176556.0,1902666.0,2014,2016-02-04 06:33:39.000000 UTC,41.888267493,-87.627075047,"(41.888267493, -87.627075047)"
13103600,JG297165,2023-06-10 06:00:00.000000 UTC,001XX N DEARBORN ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,111,1,42,32,06,1175908.0,1901610.0,2023,2023-08-19 03:40:26.000000 UTC,41.885384381,-87.629486511,"(41.885384381, -87.629486511)"
5002562,HM613373,2006-09-20 02:00:00.000000 UTC,007XX W MONROE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,2,28,06,1171735.0,1899804.0,2006,2018-02-10 03:50:01.000000 UTC,41.880521497,-87.644863603,"(41.880521497, -87.644863603)"
8554452,HV230126,2012-04-06 02:15:00.000000 UTC,002XX N STATE ST,0810,THEFT,OVER $500,HOTEL/MOTEL,false,false,111,1,42,32,06,1176327.0,1901797.0,2012,2016-02-04 06:33:39.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
8632980,HV307195,2012-05-28 12:45:00.000000 UTC,0000X W WACKER DR,0810,THEFT,OVER $500,SIDEWALK,false,false,111,1,42,32,06,1176207.0,1902176.0,2012,2016-02-04 06:33:39.000000 UTC,41.886930782,-87.628371465,"(41.886930782, -87.628371465)"
11581617,JC135130,2019-01-29 05:00:00.000000 UTC,001XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,06,1175908.0,1901610.0,2019,2019-02-05 04:17:58.000000 UTC,41.885384381,-87.629486511,"(41.885384381, -87.629486511)"
11438710,JB425361,2018-09-06 07:30:00.000000 UTC,0000X E LAKE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,06,1176916.0,1901744.0,2018,2018-09-13 04:02:18.000000 UTC,41.885729338,-87.625780935,"(41.885729338, -87.625780935)"
13364682,JH147494,2024-02-08 09:30:00.000000 UTC,001XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,BANK,false,false,111,1,34,32,06,1177276.0,1901405.0,2024,2024-02-16 03:41:18.000000 UTC,41.884790951,-87.624469241,"(41.884790951, -87.624469241)"
1914449,G772347,2001-09-13 06:00:00.000000 UTC,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,111,1,,,06,1173221.0,1899090.0,2001,2015-08-17 03:03:40.000000 UTC,41.878529394,-87.639428397,"(41.878529394, -87.639428397)"
2093993,HH323606,2002-04-22 12:30:00.000000 UTC,005XX W MADISON ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,111,1,,,06,1172573.0,1900294.0,2002,2018-02-28 03:56:25.000000 UTC,41.881847601,-87.641772074,"(41.881847601, -87.641772074)"
12352442,JE214218,2021-04-26 08:00:00.000000 UTC,0000X W RANDOLPH ST,0820,THEFT,$500 AND UNDER,TAXICAB,false,false,111,1,42,32,06,1176068.0,1901284.0,2021,2021-05-03 03:40:30.000000 UTC,41.884486217,-87.628908795,"(41.884486217, -87.628908795)"
12576389,JE487897,2021-12-21 07:30:00.000000 UTC,0000X E WACKER DR,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,111,1,42,32,06,1176933.0,1902486.0,2021,2021-12-28 03:43:54.000000 UTC,41.887765041,-87.625696039,"(41.887765041, -87.625696039)"
2671118,HJ284884,2003-04-07 12:01:00.000000 UTC,001XX S JEFFERSON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,28,06,1172352.0,1899631.0,2003,2018-02-28 03:56:25.000000 UTC,41.880033169,-87.642603169,"(41.880033169, -87.642603169)"
8851060,HV524231,2012-10-18 02:10:00.000000 UTC,0000X E LAKE ST,0820,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY GROUNDS,false,false,111,1,42,32,06,1176585.0,1901750.0,2012,2018-02-10 03:50:01.000000 UTC,41.885753285,-87.626996239,"(41.885753285, -87.626996239)"
8893623,HV567898,2012-11-18 09:00:00.000000 UTC,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,111,1,42,32,06,1176338.0,1901346.0,2012,2018-02-10 03:50:01.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
4437995,HL735561,2005-11-14 12:00:00.000000 UTC,006XX W MADISON ST,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,false,false,111,1,42,28,06,1172208.0,1900286.0,2005,2018-02-28 03:56:25.000000 UTC,41.881833712,-87.643112572,"(41.881833712, -87.643112572)"
8046467,HT278333,2011-05-03 07:45:00.000000 UTC,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,true,111,1,2,28,06,1173177.0,1899236.0,2011,2018-02-10 03:50:01.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
9862270,HX512104,2014-11-18 05:00:00.000000 UTC,0000X E RANDOLPH ST,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,false,false,111,1,42,32,06,1176904.0,1901295.0,2014,2016-02-04 06:33:39.000000 UTC,41.884497529,-87.625838595,"(41.884497529, -87.625838595)"
9823884,HX473998,2014-10-19 03:00:00.000000 UTC,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,111,1,42,32,06,1176338.0,1901346.0,2014,2018-02-10 03:50:01.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
9863132,HX512917,2014-11-18 05:15:00.000000 UTC,0000X E RANDOLPH ST,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,false,false,111,1,42,32,06,1176904.0,1901295.0,2014,2016-02-04 06:33:39.000000 UTC,41.884497529,-87.625838595,"(41.884497529, -87.625838595)"
9985724,HY175583,2015-03-07 05:55:00.000000 UTC,002XX N STATE ST,0820,THEFT,$500 AND UNDER,CTA STATION,false,false,111,1,42,32,06,1176327.0,1901797.0,2015,2018-02-10 03:50:01.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
11659323,JC229135,2019-04-18 09:45:00.000000 UTC,001XX N STATE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,06,1176352.0,1900918.0,2019,2019-04-25 04:04:14.000000 UTC,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
1419905,G140252,2001-03-11 10:00:00.000000 UTC,005XX W MONROE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,,,06,1172604.0,1899865.0,2001,2015-08-17 03:03:40.000000 UTC,41.880669712,-87.641670939,"(41.880669712, -87.641670939)"
1446493,G164191,2001-03-18 11:30:00.000000 UTC,006XX W MADISON ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,111,1,,,06,1172263.0,1900246.0,2001,2015-08-17 03:03:40.000000 UTC,41.881722735,-87.642911797,"(41.881722735, -87.642911797)"
2737088,HJ368225,2003-05-16 09:53:26.000000 UTC,003XX S DESPLAINES ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),true,false,111,1,2,28,06,1171987.0,1898575.0,2003,2018-02-28 03:56:25.000000 UTC,41.877143487,-87.643974538,"(41.877143487, -87.643974538)"
5453828,HN281630,2007-04-13 01:30:00.000000 UTC,001XX N FRANKLIN ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,06,1174297.0,1901591.0,2007,2018-02-28 03:56:25.000000 UTC,41.885368351,-87.635402906,"(41.885368351, -87.635402906)"
5600934,HN409131,2007-06-16 08:30:00.000000 UTC,002XX S JEFFERSON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,28,06,1172363.0,1899297.0,2007,2018-02-10 03:50:01.000000 UTC,41.879116408,-87.642572649,"(41.879116408, -87.642572649)"
10866212,JA172595,2017-02-22 09:30:00.000000 UTC,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,true,false,111,1,42,32,06,1176352.0,1900927.0,2017,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
7389746,HS191721,2010-03-04 06:15:00.000000 UTC,002XX S LOWER WACKER DR,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,32,06,1173894.0,1899335.0,2010,2018-02-10 03:50:01.000000 UTC,41.879186732,-87.636950005,"(41.879186732, -87.636950005)"
6458118,HP537474,2008-08-27 10:00:00.000000 UTC,002XX S RIVERSIDE PLZ,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,28,06,1173472.0,1899214.0,2008,2018-02-28 03:56:25.000000 UTC,41.878864086,-87.638503099,"(41.878864086, -87.638503099)"
8270227,HT504088,2011-09-19 09:00:00.000000 UTC,005XX W MADISON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,28,06,1172573.0,1900294.0,2011,2018-02-10 03:50:01.000000 UTC,41.881847601,-87.641772074,"(41.881847601, -87.641772074)"
8132772,HT367594,2011-06-26 05:30:00.000000 UTC,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,28,06,1173178.0,1899203.0,2011,2018-02-10 03:50:01.000000 UTC,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
12002980,JD178458,2020-03-08 01:30:00.000000 UTC,0000X W LAKE ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),false,false,111,1,42,32,06,1176177.0,1901746.0,2020,2020-03-18 03:40:21.000000 UTC,41.885751514,-87.628494602,"(41.885751514, -87.628494602)"
12179595,JD383423,2020-09-27 04:00:00.000000 UTC,0000X W WASHINGTON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,42,32,06,1175800.0,1900817.0,2020,2020-10-04 03:43:55.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
12150625,JD349709,2020-08-29 05:00:00.000000 UTC,0000X E LAKE ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,111,1,42,32,06,1176916.0,1901744.0,2020,2020-09-05 03:42:43.000000 UTC,41.885729338,-87.625780935,"(41.885729338, -87.625780935)"
3773629,HL142666,2005-01-25 06:10:00.000000 UTC,001XX N CLINTON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,42,28,06,1172695.0,1901460.0,2005,2018-02-28 03:56:25.000000 UTC,41.885044481,-87.641289569,"(41.885044481, -87.641289569)"
1522698,G269239,2001-05-10 12:30:00.000000 UTC,005XX W MADISON ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,111,1,,,06,1172543.0,1900253.0,2001,2015-08-17 03:03:40.000000 UTC,41.881735758,-87.641883445,"(41.881735758, -87.641883445)"
2988872,HJ684942,2003-10-10 04:25:00.000000 UTC,006XX W ADAMS ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,111,1,2,28,06,1172249.0,1899352.0,2003,2018-02-28 03:56:25.000000 UTC,41.879269849,-87.64298961,"(41.879269849, -87.64298961)"
6777423,HR192179,2009-02-28 02:00:00.000000 UTC,0000X N DESPLAINES ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,27,28,06,1171928.0,1900389.0,2009,2018-02-28 03:56:25.000000 UTC,41.882122525,-87.644137681,"(41.882122525, -87.644137681)"
6669619,HP740451,2008-12-17 01:30:00.000000 UTC,005XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,28,06,1172888.0,1899368.0,2008,2018-02-28 03:56:25.000000 UTC,41.879299626,-87.640642854,"(41.879299626, -87.640642854)"
7609813,HS413438,2010-07-15 06:00:00.000000 UTC,006XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,111,1,42,28,06,1172074.0,1901231.0,2010,2018-02-10 03:50:01.000000 UTC,41.884429809,-87.643576724,"(41.884429809, -87.643576724)"
12733684,JF283252,2022-06-16 06:00:00.000000 UTC,001XX N STATE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,42,32,06,1176352.0,1900918.0,2022,2023-01-03 03:40:27.000000 UTC,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
12859999,JF435574,2022-10-14 03:15:00.000000 UTC,0000X W WACKER DR,0820,THEFT,$500 AND UNDER,HOTEL / MOTEL,false,false,111,1,42,32,06,1176210.0,1902134.0,2022,2023-01-03 03:40:27.000000 UTC,41.886815464,-87.628361716,"(41.886815464, -87.628361716)"
11044296,JA379290,2017-08-06 03:50:00.000000 UTC,001XX N STATE ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,111,1,42,32,06,1176350.0,1900971.0,2017,2018-02-10 03:50:01.000000 UTC,41.883620971,-87.627882713,"(41.883620971, -87.627882713)"
3999427,HL360823,2005-05-16 09:30:00.000000 UTC,001XX N FRANKLIN ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,06,1174297.0,1901608.0,2005,2018-02-28 03:56:25.000000 UTC,41.885415,-87.635402398,"(41.885415, -87.635402398)"
10209904,HY396632,2015-08-25 12:01:00.000000 UTC,0000X W WASHINGTON ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,111,1,42,32,06,1175800.0,1900817.0,2015,2018-02-10 03:50:01.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
10194814,HY381904,2015-08-13 10:00:00.000000 UTC,001XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,ALLEY,false,false,111,1,42,32,06,1175906.0,1901667.0,2015,2018-02-10 03:50:01.000000 UTC,41.885540838,-87.629492138,"(41.885540838, -87.629492138)"
8372308,HT604831,2011-11-25 04:50:00.000000 UTC,005XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,2,28,06,1172987.0,1898908.0,2011,2016-02-04 06:33:39.000000 UTC,41.878035163,-87.640292984,"(41.878035163, -87.640292984)"
8543697,HV219235,2012-03-18 12:00:00.000000 UTC,001XX N WABASH AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,42,32,06,1176791.0,1901351.0,2012,2016-02-04 06:33:39.000000 UTC,41.884653752,-87.626251847,"(41.884653752, -87.626251847)"
1717999,G519017,2001-08-30 01:15:00.000000 UTC,001XX N FRANKLIN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,,,06,1174257.0,1901576.0,2001,2015-08-17 03:03:40.000000 UTC,41.885328082,-87.635550239,"(41.885328082, -87.635550239)"
7511874,HS315053,2010-03-29 07:00:00.000000 UTC,003XX S DESPLAINES ST,0820,THEFT,$500 AND UNDER,FIRE STATION,false,false,111,1,2,28,06,1171987.0,1898584.0,2010,2018-02-10 03:50:01.000000 UTC,41.877168184,-87.643974272,"(41.877168184, -87.643974272)"
2627835,HJ233052,2003-03-12 11:00:00.000000 UTC,003XX S WACKER DR,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,32,06,1173916.0,1898816.0,2003,2018-02-28 03:56:25.000000 UTC,41.877762073,-87.63688469,"(41.877762073, -87.63688469)"
3313155,HK348946,2004-05-07 03:15:00.000000 UTC,001XX S LOWER WACKER DR,0820,THEFT,$500 AND UNDER,STREET,false,false,111,1,2,32,06,1173883.0,1899742.0,2004,2018-02-28 03:56:25.000000 UTC,41.88030381,-87.636978269,"(41.88030381, -87.636978269)"
11234683,JB157351,2018-02-19 07:24:00.000000 UTC,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,true,false,111,1,42,32,06,1176352.0,1900927.0,2018,2018-05-04 03:51:04.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11303487,JB244831,2018-05-01 07:40:00.000000 UTC,0000X E LAKE ST,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,true,false,111,1,42,32,06,1176905.0,1901744.0,2018,2018-05-09 03:48:31.000000 UTC,41.885729587,-87.625821329,"(41.885729587, -87.625821329)"
11350517,JB310662,2018-06-16 08:30:00.000000 UTC,001XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,111,1,42,32,06,1177295.0,1900950.0,2018,2018-06-23 03:54:12.000000 UTC,41.883541976,-87.624413274,"(41.883541976, -87.624413274)"
6958866,HR364087,2009-06-05 10:00:00.000000 UTC,001XX N FRANKLIN ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,06,1174318.0,1900863.0,2009,2018-02-28 03:56:25.000000 UTC,41.883370206,-87.635347534,"(41.883370206, -87.635347534)"
9640520,HX290940,2014-06-05 10:30:00.000000 UTC,0000X E RANDOLPH ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,111,1,42,32,06,1176904.0,1901295.0,2014,2018-02-10 03:50:01.000000 UTC,41.884497529,-87.625838595,"(41.884497529, -87.625838595)"
9571225,HX221893,2014-04-12 03:00:00.000000 UTC,0000X W RANDOLPH ST,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,111,1,42,32,06,1176212.0,1901286.0,2014,2018-02-10 03:50:01.000000 UTC,41.88448846,-87.628379953,"(41.88448846, -87.628379953)"
8682034,HV356993,2012-06-28 11:10:00.000000 UTC,0000X W WASHINGTON ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,111,1,42,32,06,1175800.0,1900817.0,2012,2016-02-04 06:33:39.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
10459383,HZ198476,2016-03-23 04:30:00.000000 UTC,001XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,TAXICAB,false,false,111,1,42,32,06,1177286.0,1901176.0,2016,2018-02-10 03:50:01.000000 UTC,41.884162337,-87.624439467,"(41.884162337, -87.624439467)"
8870577,HV534472,2012-10-25 10:00:00.000000 UTC,0000X W LAKE ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,false,false,111,1,42,32,06,1176222.0,1901746.0,2012,2018-02-10 03:50:01.000000 UTC,41.8857505,-87.628329355,"(41.8857505, -87.628329355)"
1975560,HH170714,2002-02-04 04:00:00.000000 UTC,005XX W RANDOLPH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,,,06,1172563.0,1901236.0,2002,2018-02-28 03:56:25.000000 UTC,41.88443273,-87.64178092,"(41.88443273, -87.64178092)"
7835252,HS646802,2010-12-04 05:30:00.000000 UTC,002XX S CANAL ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER COMMERCIAL TRANSPORTATION,false,false,111,1,2,28,06,1173177.0,1899236.0,2010,2016-02-04 06:33:39.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
4826032,HM438409,2006-06-26 01:00:00.000000 UTC,003XX W LAKE ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET,false,false,111,1,42,32,06,1174157.0,1901724.0,2006,2018-02-28 03:56:25.000000 UTC,41.885736434,-87.635913037,"(41.885736434, -87.635913037)"
4899698,HM515337,2006-03-01 12:00:00.000000 UTC,006XX W MADISON ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,111,1,42,28,06,1172208.0,1900286.0,2006,2018-02-28 03:56:25.000000 UTC,41.881833712,-87.643112572,"(41.881833712, -87.643112572)"
3248368,HK268882,2004-03-29 01:45:00.000000 UTC,005XX W VAN BUREN ST,0850,THEFT,ATTEMPT THEFT,OTHER,true,false,111,1,2,28,06,1172646.0,1898435.0,2004,2018-02-28 03:56:25.000000 UTC,41.876744768,-87.641559043,"(41.876744768, -87.641559043)"
8657232,HV332308,2012-05-25 10:30:00.000000 UTC,001XX N DEARBORN ST,0850,THEFT,ATTEMPT THEFT,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,06,1175908.0,1901610.0,2012,2016-02-04 06:33:39.000000 UTC,41.885384381,-87.629486511,"(41.885384381, -87.629486511)"
11611589,JC171624,2019-03-02 06:15:00.000000 UTC,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,111,1,42,32,06,1176352.0,1900927.0,2019,2019-03-09 04:05:42.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11720463,JC303586,2019-06-12 04:20:00.000000 UTC,001XX N STATE ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,true,false,111,1,42,32,06,1176338.0,1901346.0,2019,2019-07-02 03:41:41.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
13246982,JG467846,2023-10-17 08:13:00.000000 UTC,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,111,1,34,32,06,1176352.0,1900927.0,2023,2023-10-25 03:42:43.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
13277241,JG504262,2023-11-14 05:30:00.000000 UTC,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,111,1,34,32,06,1176352.0,1900927.0,2023,2023-11-22 03:41:04.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
13317293,JG552606,2023-12-23 07:49:00.000000 UTC,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,111,1,34,32,06,1176352.0,1900927.0,2023,2023-12-31 04:02:59.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
12362981,JE226820,2021-05-10 08:17:00.000000 UTC,0000X E RANDOLPH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,111,1,42,32,06,1176582.0,1901291.0,2021,2021-05-17 03:40:21.000000 UTC,41.884493832,-87.627021129,"(41.884493832, -87.627021129)"
