unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
11513683,JB524366,2018-11-21 02:28:00.000000 UTC,001XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,false,false,111,1,42,32,11,1175928.0,1900994.0,2018,2018-11-28 04:22:08.000000 UTC,41.883693593,-87.629431622,"(41.883693593, -87.629431622)"
11571102,JC121817,2019-01-11 01:45:00.000000 UTC,0000X W RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1176157.0,1901285.0,2019,2019-01-23 04:13:37.000000 UTC,41.884486956,-87.628581948,"(41.884486956, -87.628581948)"
13378123,JH163228,2024-02-22 04:00:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,111,1,34,32,11,1176352.0,1900918.0,2024,2024-03-01 03:42:00.000000 UTC,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
3347160,HK390968,2004-05-26 11:00:00.000000 UTC,001XX N WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1173911.0,1901340.0,2004,2018-02-10 03:50:01.000000 UTC,41.884688197,-87.636827836,"(41.884688197, -87.636827836)"
6011665,HP115694,2008-01-08 10:00:00.000000 UTC,002XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,111,1,2,28,11,1173177.0,1899236.0,2008,2018-02-28 03:56:25.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
10809228,JA108576,2017-01-08 10:40:00.000000 UTC,001XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1175930.0,1900878.0,2017,2017-02-14 03:49:42.000000 UTC,41.883375237,-87.629427772,"(41.883375237, -87.629427772)"
10937988,JA255098,2017-05-01 10:19:00.000000 UTC,0000X E RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,111,1,42,32,11,1176893.0,1901295.0,2017,2018-02-10 03:50:01.000000 UTC,41.884497778,-87.625878988,"(41.884497778, -87.625878988)"
8873368,HV547009,2012-11-01 07:25:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,111,1,42,32,11,1176352.0,1900927.0,2012,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8865880,HV539585,2012-10-21 11:00:00.000000 UTC,002XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,false,false,111,1,42,32,11,1176327.0,1901797.0,2012,2018-02-10 03:50:01.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
11618921,JC180662,2019-03-10 01:30:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1176330.0,1901657.0,2019,2019-03-17 04:11:52.000000 UTC,41.885503844,-87.627935448,"(41.885503844, -87.627935448)"
11951469,JD115668,2020-01-14 01:00:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,111,1,42,32,11,1176352.0,1900918.0,2020,2020-01-21 03:40:49.000000 UTC,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
11133465,JA490793,2017-10-29 03:15:00.000000 UTC,001XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA STATION,false,false,111,1,42,32,11,1175928.0,1900994.0,2017,2018-02-10 03:50:01.000000 UTC,41.883693593,-87.629431622,"(41.883693593, -87.629431622)"
7279729,HR694998,2009-12-12 05:00:00.000000 UTC,002XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,111,1,2,28,11,1173177.0,1899236.0,2009,2018-02-28 03:56:25.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
12427080,JE305952,2021-07-18 04:20:00.000000 UTC,0000X E WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,false,false,111,1,42,32,11,1177009.0,1902589.0,2021,2021-07-25 03:39:52.000000 UTC,41.888045958,-87.625413826,"(41.888045958, -87.625413826)"
12589953,JF109940,2022-01-11 02:50:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1176330.0,1901657.0,2022,2023-01-03 03:40:27.000000 UTC,41.885503844,-87.627935448,"(41.885503844, -87.627935448)"
9173816,HW318094,2013-06-14 03:00:00.000000 UTC,002XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,false,false,111,1,42,32,11,1177257.0,1901911.0,2013,2018-02-10 03:50:01.000000 UTC,41.886179873,-87.624523664,"(41.886179873, -87.624523664)"
11924776,JC550732,2019-12-15 12:45:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,111,1,42,32,11,,,2019,2019-12-22 03:41:13.000000 UTC,,,
11891074,JC509985,2019-11-07 12:00:00.000000 UTC,0000X W LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,111,1,42,32,11,1175783.0,1901739.0,2019,2019-11-16 03:43:30.000000 UTC,41.885741177,-87.629941646,"(41.885741177, -87.629941646)"
12115210,JD308370,2020-07-23 10:00:00.000000 UTC,001XX N DEARBORN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,111,1,42,32,11,1175906.0,1901667.0,2020,2020-07-30 03:43:50.000000 UTC,41.885540838,-87.629492138,"(41.885540838, -87.629492138)"
5739746,HN548403,2007-07-16 12:00:00.000000 UTC,002XX S CANAL ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),false,false,111,1,2,28,11,1173177.0,1899236.0,2007,2018-02-10 03:50:01.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
6736200,HR153506,2009-02-03 12:00:00.000000 UTC,005XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,false,false,111,1,42,28,11,1173039.0,1900311.0,2009,2018-02-28 03:56:25.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
12975564,JG143926,2023-02-06 03:30:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,111,1,42,32,11,1176352.0,1900927.0,2023,2023-08-19 03:40:26.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
12893045,JF473805,2022-11-11 01:15:00.000000 UTC,001XX N WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1176785.0,1901635.0,2022,2023-01-03 03:40:27.000000 UTC,41.885433199,-87.626265286,"(41.885433199, -87.626265286)"
11076428,JA417549,2017-09-03 01:00:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,111,1,42,32,11,1176352.0,1900927.0,2017,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11223570,JB142205,2018-02-05 01:00:00.000000 UTC,0000X W LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1176177.0,1901746.0,2018,2018-05-04 03:51:04.000000 UTC,41.885751514,-87.628494602,"(41.885751514, -87.628494602)"
11106675,JA455867,2017-10-02 07:10:00.000000 UTC,0000X W WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,false,false,111,1,42,32,11,1176210.0,1902134.0,2017,2018-02-10 03:50:01.000000 UTC,41.886815464,-87.628361716,"(41.886815464, -87.628361716)"
11161822,JA528296,2017-11-28 11:15:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,111,1,42,32,11,1176352.0,1900927.0,2017,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11266427,JB199316,2018-03-25 02:10:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,111,1,42,32,11,1176330.0,1901657.0,2018,2018-05-04 03:51:04.000000 UTC,41.885503844,-87.627935448,"(41.885503844, -87.627935448)"
9396988,HW540541,2013-11-19 07:00:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,false,false,111,1,42,32,11,1176330.0,1901649.0,2013,2018-02-10 03:50:01.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
10196735,HY384139,2015-08-15 06:00:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,111,1,42,32,11,1176332.0,1901600.0,2015,2018-02-10 03:50:01.000000 UTC,41.885347387,-87.627929824,"(41.885347387, -87.627929824)"
8432540,HT549832,2011-10-19 12:00:00.000000 UTC,006XX W LAKE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,27,28,11,1171728.0,1901690.0,2011,2018-02-10 03:50:01.000000 UTC,41.88569696,-87.644833747,"(41.88569696, -87.644833747)"
12393971,JE265313,2021-06-12 01:15:00.000000 UTC,002XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,false,false,111,1,42,32,11,1177258.0,1901852.0,2021,2021-06-19 03:40:01.000000 UTC,41.886017951,-87.624521781,"(41.886017951, -87.624521781)"
1693911,G491736,2001-08-16 12:30:00.000000 UTC,005XX W MONROE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,111,1,,,11,1172840.0,1899791.0,2001,2015-08-17 03:03:40.000000 UTC,41.880461428,-87.640806568,"(41.880461428, -87.640806568)"
11262649,JB194361,2018-03-06 07:00:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,111,1,42,32,11,1176352.0,1900918.0,2018,2018-05-04 03:51:04.000000 UTC,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
11451149,JB442086,2018-09-19 01:40:00.000000 UTC,002XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,false,false,111,1,42,32,11,1176327.0,1901797.0,2018,2018-09-26 04:18:54.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
8755177,HV430028,2012-08-14 01:54:00.000000 UTC,0000X E WACKER PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,111,1,42,32,11,1176954.0,1902140.0,2012,2018-02-10 03:50:01.000000 UTC,41.886815123,-87.625629401,"(41.886815123, -87.625629401)"
10477587,HZ216557,2016-04-06 05:22:00.000000 UTC,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,false,false,111,1,42,32,11,1176329.0,1901689.0,2016,2018-02-10 03:50:01.000000 UTC,41.885591676,-87.627938154,"(41.885591676, -87.627938154)"
11516140,JB527356,2018-11-23 02:30:00.000000 UTC,0000X W WASHINGTON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,PARK PROPERTY,false,false,111,1,42,32,11,1175800.0,1900817.0,2018,2018-11-30 04:15:08.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
13222667,JG438851,2023-09-19 12:01:00.000000 UTC,0000X E LAKE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,111,1,34,32,11,1176981.0,1901745.0,2023,2023-09-27 03:43:25.000000 UTC,41.885730611,-87.625542215,"(41.885730611, -87.625542215)"
6311149,HP400587,2008-06-17 01:55:00.000000 UTC,002XX S CANAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,111,1,2,28,11,1173177.0,1899236.0,2008,2018-02-10 03:50:01.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
2093099,HH323462,2002-04-19 09:00:00.000000 UTC,001XX N CANAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,111,1,,,11,1173097.0,1901452.0,2002,2018-02-28 03:56:25.000000 UTC,41.885013623,-87.63981361,"(41.885013623, -87.63981361)"
5411590,HN252674,2007-03-28 04:00:00.000000 UTC,002XX S CANAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER COMMERCIAL TRANSPORTATION,false,false,111,1,2,28,11,1173177.0,1899236.0,2007,2018-02-10 03:50:01.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
10019907,HY208784,2015-04-02 09:01:00.000000 UTC,001XX N STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DEPARTMENT STORE,false,false,111,1,42,32,11,1176352.0,1900927.0,2015,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
6404754,HP484177,2008-07-25 09:15:00.000000 UTC,002XX S CANAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,111,1,2,28,11,1173177.0,1899236.0,2008,2018-02-28 03:56:25.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
6672780,HP746648,2008-12-22 03:00:00.000000 UTC,002XX S CANAL ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,111,1,2,28,11,1173177.0,1899236.0,2008,2018-02-28 03:56:25.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
8396107,HT628655,2011-11-30 06:00:00.000000 UTC,005XX W MADISON ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,111,1,2,28,11,1172857.0,1900306.0,2011,2016-02-04 06:33:39.000000 UTC,41.881874245,-87.640728885,"(41.881874245, -87.640728885)"
8563414,HV227810,2012-03-27 10:00:00.000000 UTC,001XX N STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,111,1,42,32,11,1176330.0,1901657.0,2012,2016-02-04 06:33:39.000000 UTC,41.885503844,-87.627935448,"(41.885503844, -87.627935448)"
10915056,JA228632,2017-01-05 11:00:00.000000 UTC,0000X E LAKE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,32,11,1176970.0,1901745.0,2017,2018-02-10 03:50:01.000000 UTC,41.88573086,-87.625582609,"(41.88573086, -87.625582609)"
11134642,JA491528,2017-09-29 10:25:00.000000 UTC,0000X W RANDOLPH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,111,1,42,32,11,,,2017,2017-10-31 03:55:52.000000 UTC,,,
11188765,JA564420,2003-09-01 12:00:00.000000 UTC,003XX N MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,111,1,42,32,11,,,2003,2017-12-30 03:50:08.000000 UTC,,,
12330561,JE187050,2021-03-21 04:50:00.000000 UTC,0000X W WACKER DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,111,1,42,32,11,1176020.0,1902133.0,2021,2021-04-06 03:39:30.000000 UTC,41.886817001,-87.629059469,"(41.886817001, -87.629059469)"
10565698,HZ313189,2016-06-18 01:00:00.000000 UTC,001XX N STATE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,DEPARTMENT STORE,false,false,111,1,42,32,11,1176352.0,1900927.0,2016,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
6725389,HR142816,2009-01-28 03:40:00.000000 UTC,005XX W MADISON ST,1170,DECEPTIVE PRACTICE,IMPERSONATION,SIDEWALK,true,false,111,1,2,28,11,1173039.0,1900311.0,2009,2018-02-28 03:56:25.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
5238113,HN117629,2007-01-11 07:10:35.000000 UTC,0000X S WACKER DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,false,false,111,1,2,32,11,1173874.0,1900074.0,2007,2018-02-28 03:56:25.000000 UTC,41.88121504,-87.637001425,"(41.88121504, -87.637001425)"
4012824,HL369609,2005-05-21 06:20:00.000000 UTC,005XX W MADISON ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,DRIVEWAY - RESIDENTIAL,true,false,111,1,42,28,11,1172573.0,1900294.0,2005,2018-02-28 03:56:25.000000 UTC,41.881847601,-87.641772074,"(41.881847601, -87.641772074)"
9285827,HW430068,2013-08-28 10:11:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,false,false,111,1,42,32,11,1176330.0,1901649.0,2013,2018-02-10 03:50:01.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
9431321,HW575186,2013-12-18 10:12:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,111,1,42,32,11,1176345.0,1901114.0,2013,2018-02-10 03:50:01.000000 UTC,41.884013483,-87.627896757,"(41.884013483, -87.627896757)"
11244363,JB170179,2018-03-01 06:10:00.000000 UTC,002XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,111,1,42,32,11,1176327.0,1901797.0,2018,2018-05-04 03:51:04.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
9424440,HW567933,2013-12-12 11:15:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,true,false,111,1,42,32,11,1176345.0,1901114.0,2013,2018-02-10 03:50:01.000000 UTC,41.884013483,-87.627896757,"(41.884013483, -87.627896757)"
9434126,HW577894,2013-12-20 10:45:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,true,false,111,1,42,32,11,1176345.0,1901114.0,2013,2018-02-10 03:50:01.000000 UTC,41.884013483,-87.627896757,"(41.884013483, -87.627896757)"
13093528,JG284942,2023-06-02 11:27:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA TRAIN,true,false,111,1,42,32,11,1176330.0,1901649.0,2023,2023-08-19 03:40:26.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
13050247,JG233191,2023-04-22 12:15:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA TRAIN,true,false,111,1,42,32,11,1176330.0,1901649.0,2023,2023-08-19 03:40:26.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
9532320,HX186220,2014-03-15 06:20:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,true,false,111,1,42,32,11,1176330.0,1901649.0,2014,2018-02-10 03:50:01.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
8593712,HV267773,2012-05-02 12:05:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,true,false,111,1,42,32,11,1176345.0,1901114.0,2012,2016-02-04 06:33:39.000000 UTC,41.884013483,-87.627896757,"(41.884013483, -87.627896757)"
8997641,HW144809,2013-02-05 10:05:00.000000 UTC,001XX N STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,111,1,42,32,11,1176345.0,1901114.0,2013,2018-02-10 03:50:01.000000 UTC,41.884013483,-87.627896757,"(41.884013483, -87.627896757)"
10960966,JA283197,2017-05-28 02:30:00.000000 UTC,0000X E WACKER DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,VEHICLE - OTHER RIDE SERVICE,false,false,111,1,42,32,11,1177009.0,1902589.0,2017,2018-02-10 03:50:01.000000 UTC,41.888045958,-87.625413826,"(41.888045958, -87.625413826)"
7119374,HR528829,2009-07-31 06:12:00.000000 UTC,001XX S LOWER WACKER DR,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA PLATFORM,false,false,111,1,2,32,14,1173886.0,1899624.0,2009,2018-02-28 03:56:25.000000 UTC,41.879979944,-87.636970769,"(41.879979944, -87.636970769)"
12404521,JE277773,2021-06-24 05:30:00.000000 UTC,0000X E LOWER WACKER PL,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,32,14,1176655.0,1902143.0,2021,2021-07-01 03:40:37.000000 UTC,41.886830117,-87.626727304,"(41.886830117, -87.626727304)"
11444980,JB433603,2018-09-13 10:45:00.000000 UTC,0000X E WACKER DR,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,false,false,111,1,42,32,14,1177009.0,1902589.0,2018,2018-09-20 04:03:40.000000 UTC,41.888045958,-87.625413826,"(41.888045958, -87.625413826)"
13205349,JG417365,2023-09-08 10:28:00.000000 UTC,001XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,false,false,111,1,34,32,14,1176352.0,1900927.0,2023,2023-09-16 03:42:58.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
2051607,HH265096,2002-03-25 07:48:29.000000 UTC,006XX W RANDOLPH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,111,1,,,14,1172085.0,1901231.0,2002,2018-02-28 03:56:25.000000 UTC,41.884429567,-87.64353633,"(41.884429567, -87.64353633)"
6255088,HP343608,2008-05-19 12:35:00.000000 UTC,003XX S JEFFERSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,2,28,14,1172382.0,1898709.0,2008,2018-02-28 03:56:25.000000 UTC,41.877502477,-87.642520263,"(41.877502477, -87.642520263)"
5327386,HN185590,2007-02-20 12:45:00.000000 UTC,001XX N WACKER DR,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,32,14,1173856.0,1901516.0,2007,2018-02-28 03:56:25.000000 UTC,41.885172377,-87.637024557,"(41.885172377, -87.637024557)"
2153112,HH402020,2002-05-24 05:30:00.000000 UTC,006XX W RANDOLPH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,28,14,1172050.0,1901231.0,2002,2018-02-28 03:56:25.000000 UTC,41.884430339,-87.643664854,"(41.884430339, -87.643664854)"
2344128,HH643243,2002-09-06 09:30:00.000000 UTC,001XX N WACKER DR,1310,CRIMINAL DAMAGE,TO PROPERTY,LAKEFRONT/WATERFRONT/RIVERBANK,false,false,111,1,42,32,14,1173850.0,1901420.0,2002,2018-02-10 03:50:01.000000 UTC,41.88490908,-87.637049451,"(41.88490908, -87.637049451)"
10942568,JA260544,2017-05-11 05:30:00.000000 UTC,001XX N MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,32,14,1177270.0,1901551.0,2017,2018-02-10 03:50:01.000000 UTC,41.885191719,-87.624486846,"(41.885191719, -87.624486846)"
10846468,JA150047,2017-02-11 02:30:00.000000 UTC,0000X W RANDOLPH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,111,1,42,32,14,1176046.0,1901283.0,2017,2017-02-18 03:49:59.000000 UTC,41.884483968,-87.628989611,"(41.884483968, -87.628989611)"
8178995,HT414254,2011-07-25 07:20:00.000000 UTC,006XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,111,1,2,28,14,1172236.0,1898889.0,2011,2018-02-10 03:50:01.000000 UTC,41.877999633,-87.643051016,"(41.877999633, -87.643051016)"
12080294,JD266689,2020-05-30 08:00:00.000000 UTC,001XX N DEARBORN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,111,1,42,32,14,1175906.0,1901667.0,2020,2020-06-19 03:40:55.000000 UTC,41.885540838,-87.629492138,"(41.885540838, -87.629492138)"
6743945,HR161563,2009-02-07 07:00:00.000000 UTC,005XX W LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,111,1,42,28,14,1172530.0,1901698.0,2009,2016-02-04 06:33:39.000000 UTC,41.885701217,-87.641888429,"(41.885701217, -87.641888429)"
12149470,JD346473,2020-08-26 11:20:00.000000 UTC,001XX N DEARBORN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,false,false,111,1,42,32,14,1175908.0,1901610.0,2020,2020-09-02 03:41:56.000000 UTC,41.885384381,-87.629486511,"(41.885384381, -87.629486511)"
13121360,JG318150,2023-06-27 12:53:00.000000 UTC,001XX N WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,true,false,111,1,42,32,14,1176785.0,1901611.0,2023,2023-08-19 03:40:26.000000 UTC,41.885367342,-87.626266013,"(41.885367342, -87.626266013)"
9814117,HX463176,2014-10-11 02:05:00.000000 UTC,001XX N STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,false,false,111,1,42,32,14,1176352.0,1900927.0,2014,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8718800,HV395768,2012-07-22 10:30:00.000000 UTC,0000X E LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,true,false,111,1,42,32,14,1176905.0,1901744.0,2012,2016-02-04 06:33:39.000000 UTC,41.885729587,-87.625821329,"(41.885729587, -87.625821329)"
11617675,JC179132,2019-03-08 05:00:00.000000 UTC,0000X E LAKE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,14,1176916.0,1901744.0,2019,2019-03-15 04:20:49.000000 UTC,41.885729338,-87.625780935,"(41.885729338, -87.625780935)"
13217415,JG427425,2023-09-17 02:30:00.000000 UTC,002XX N STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,111,1,42,32,14,1176325.0,1901875.0,2023,2023-09-25 03:42:47.000000 UTC,41.88610216,-87.627947228,"(41.88610216, -87.627947228)"
